text,text_clean,sentiment
"kalau beli cuma buat oleh-oleh mending cari yang lain deh . ini sudah mahal , sebiji rp 13500 kecil pula sesuapan juga kelar dah , aduh mn kenyang , mending bakso sekalian jelas . pelayanan nya juga lemah otak banget . cari parkir juga susah , mending naik motor kalau ke sini . lebay saja orang-orang yang bela - belain ribet-ribet buat beli ke sini . tidak lagi deh",beli mending cari deh mahal biji rupiah   suap selesai aduh kenyang mending bakso layan lemah otak cari parkir susah mending motor lebay orang bela bela ribet ribet beli tidak deh,negative
saya tidak kecewa dengan produk apple,tidak kecewa produk apple,positive
"akun nya diblokir , fpi akan berunjuk rasa ke kantor facebook",akun blokir front bela islam unjuk kantor facebook,neutral
"program indosat tidak guna , merugikan konsumen .",program indosat tidak rugi konsumen,negative
"setelah sekian lama tidak mau belanja di shopee watson id karena trauma , beberapa hari yang lalu mencoba beli dan ternyata barang nya sampai dengan lengkap dan cepat banget wkwkwk , packing nya juga bagus pakai kardus",sekian tidak belanja shopee watson id trauma coba beli nyata barang lengkap cepat wkwk packing bagus pakai kardus,positive
"kedai ini menjual mi , dalam bentukan yamin manis dan yamin asin . minuman terkenal nya jus stroberi . rasanya enak dan jus nya segar",kedai jual mi bentuk yamin manis yamin asin minum kenal jus stroberi enak jus segar,positive
"harga relatif murah , makanan atandard , coba stroberi yoghurt yang cukup segar . nasi goreng sosis lumayan enak",harga relatif murah makan atandard coba stroberi yoghurt segar nasi goreng sosis lumayan enak,positive
"setelah begitu banyak rekomendasi teman tentang restoran ini , akhirnya saya berkesempatan untuk mencoba nya . ternyata rasa dari restoran ini sangat memuaskan . pelayanan reservasi yang sangat mengecewakan pun terlupakan sudah . tahu yang lembut , sambal mangga yang nikmat , sate sapi cincang yang meleleh di lidah dan lain lain . bagi penggemar sambal , tersedia juga aneka sambal yang dilengkapi dengan anneka lalapan dengan gratis .",rekomendasi teman restoran coba nyata restoran muas layan reservasi kecewa lupa lembut sambal mangga nikmat sate sapi cincang leleh lidah gemar sambal sedia aneka sambal lengkap anneka lalap gratis,positive
rumah makan bakmi naripan : enaklah bakmi nya dan bakso goreng nya . restoran ini sudah cukup lama sekali . daya sudah sering sekali makan di sana,rumah makan bakmi naripan enak bakmi bakso goreng restoran daya makan,positive
"saya sudah dua kali pergi kemari . saat pertama , saya memesan combo steak dengan isi 100 gr sirloin steak dan 100 gr tenderloin steak . makanan yang saya pesan enak . namun tante saya memesan tenderloin 300 gr . dia tidak menghabiskan makanan nya karena alot .",pergi kemari mes combo steak isi   gede sirloin steak   gede tenderloin steak makan pesan enak tante mes tenderloin   gede tidak habis makan alot,positive
"di sini itu kita bisa makan , nongkrong dan sekaligus mengerjakan tugas kuliah karena ada wi - fi gratis lumayan buat mengerjakan tugas yang banyak dari dosen selain itu tempat nya keren buat photo dengan teman teman . konsep nya bagus studio dan kafe dibikin jadi satu . cobain deh ke sini dijamin ketagihan :",makan nongkrong kerja tugas kuliah wi fi gratis lumayan kerja tugas dosen keren photo teman teman konsep bagus studio kafe coba deh jamin tagih,positive
"mohon informasikan detail kronologi , pulsa awal dan akhir dengan mention tim ya kak , tim akan cek transaksi pemakaian pulsa nya",mohon informasi detail kronologi pulsa mention tim kak tim cek transaksi pakai pulsa,neutral
"komunisme adalah bahaya laten yang harus senantiasa dipantau , diwaspadai , dan dipangkas akar nya . komunisme bagaikan bom waktu",komunisme bahaya laten senantiasa pantau waspada pangkas akar komunisme bom,negative
"lokasi nya strategis , dekat ke mana-mana , dekat dengan bandara , stasiun kereta api , stasiun halte bandung . makanan nya banyak pilihan sesuai selera",lokasi strategis bandara stasiun kereta api stasiun halte bandung makan pilih sesuai selera,positive
"kalau ke bandung kopo , selalu mampir makan di sini . kuah nya segar , daging nya empuk , lauk nya lumayan lengkap . teh nya gratis . ternyata soto ini andalan nya orang kopo .",bandung kopo mampir makan kuah segar daging empuk lauk lumayan lengkap teh gratis nyata soto andal orang kopo,positive
"resto yang menyajikan pemandangan kota bandung dari ketinggian hotel trans bandung , malam hari pemandangan nya sangat bagus dengan kondisi kota bandung yang sedang berangin kencang terasa kalau kita di luar ruangan tetapi fasilitas sangat baik jika kita tidak mau di luar bisa masuk ke dalam , makanan kwalitas penyajian cepat dan cukup baik",resto saji pandang kota bandung hotel trans bandung malam pandang bagus kondisi kota bandung angin kencang asa ruang fasilitas baik tidak masuk makan kualitas saji cepat baik,positive
"makanan nya enak , sesuai sih sama harga . tapi mahal : . pemandangan nya bagus tapi kadang terasa sangat dingin , romantis !",makan enak sesuai harga mahal pandang bagus kadang asa dingin romantis,positive
"warung makan khas sunda dengan beragam menu , yang direkomendasikan ayam goreng , ikan babi ikan kecil-kecil , babat , dan lain-lain , mau pesan menu saja tidak bakal salah karena sambal nya juara , pedas nya pas dan seger banget . kecuali bagi yang tidak suka sambel ya : d . harga pun termasuk murah , hampir tiap datang ke bandung pasti menyempatkan ke rumah makan ini .",warung makan khas sunda agam menu rekomendasi ayam goreng ikan babi ikan babat pesan menu tidak salah sambal juara pedas pas segar kecuali tidak suka sambal harga masuk murah bandung rumah makan,positive
"tempat yang cocok untuk bersantap makanan bersama keluarga dan kekasih hati sambil menikmati pemandangan kota bandung , lebih bagus nya datang di malam hari , pasti akan takjub dengan pemandangan kelap kelip lampu kota",cocok santap makan keluarga kasih hati nikmat pandang kota bandung lebih bagus malam takjub pandang kelap kelip lampu kota,positive
"saya termasuk salah satu orang yang cukup setia dengan kampung daun dari awal buka di tahun 2003 kalau tidak salah , kualitas makanan awal nya oke , tapi semenjak makin ramai dan makin ke sini , makanan yang disajikan tidak seperti biasanya dan terkadang pelayan terkesan cuek sekali , kita mesan beberapa jenis makanan tapi yang datang sudah dengan kondisi dingin dan tidak menarik , tempat menarik .",masuk salah orang setia kampung daun buka   tidak salah kualitas makan oke semenjak ramai makan saji tidak terkadang layan kes cuek mesan jenis makan kondisi dingin tidak tarik tarik,positive
"ini kunjungan kami yang kedua , sebelumnya kami pernah ke sini di bulan februari atas undangan seorang teman waktu itu kondisi sangat ramai , kemarin kami datang lagi bersama anak anak kami , di weekdays jadi suasana tidak terlalu ramai walaupun pada saat kami berkunjung ada pesta lansia dan kunjungan anak-anak universitas tarumanegara , untuk makanan menurut saya biasa saja ya tidak ada yang istimewa .",kunjung februari undang orang teman kondisi ramai kemarin anak anak weekdays suasana tidak ramai kunjung pesta usia kunjung anak universitas tarumanegara makan tidak istimewa,positive
mendoakan semoga kandidat terkuat ketum akan segera deklarasi mendukung pemerintah amin ya cc,doa moga kandidat kuat ketua deklarasi dukung perintah amin cc,positive
mau mencari makanan asli sunda ya ke sini saja parkiran luas makanan nya harga murah terjangkau harus coba yang nama nya leunca ayam goreng nya top lalapan nya juga top,cari makan asli sunda parkir luas makan harga murah jangkau coba nama leunca ayam goreng top lalap top,positive
dasar fadli zon badan besar kepala besar mulut besar bibir memble otak oon kamu itu mulut mu di panah saja biar tahu rasa bagaimana itu bibir memble .,dasar fadli zon badan kepala mulut bibir memble otak beloon mulut mu panah bibir memble,negative
"banyak pilihan menu yang unik dan enak . kebetulan waktu itu saya pergi per-6 bersama teman-teman sma saya . kami memilih untuk mencoba beraneka camilan yang dijajakan di sana . dari banyak sekali camilan yang dijajakan kami mencoba kue balok . kue balok ini disajikan setengah matang dengan beraneka varian isian seperti keju , pandan , green tea , lemon , dll.",pilih menu unik enak pergi per   teman pilih coba aneka camil jaja camil jaja coba kue balok kue balok saji matang aneka varian isi keju pandan green tea lemon dll,positive
jual stiker kompor 2 tungku hello kitty murah dan lucu,jual stiker kompor   tungku halo kitty murah lucu,positive
persentasi kemiskinan terendah selama 2 dekade . jokowi sukses atasi kemiskinan .,persentasi miskin rendah   dekade jokowi sukses miskin,positive
"tahu dari teman jadi langsung ke tkp lokasi nya agak di dalam komplek perumahan , lumayan enak , tapi kalau anda mengharapkan bertemu martabak maka ini lebih mirip pancake dengan tambahan martabak daripada martabak . mungkin karena lidah saya terlalu senang citarasa martabak lokal . hehe jadi sebenarnya saya lebih pilih martabak biasa sih .",teman langsung perkara lokasi kompleks rumah lumayan enak harap temu martabak lebih pancake martabak martabak lidah senang citarasa martabak lokal lebih pilih martabak,negative
"kebetulan saya berkunjung ke bandung ada rekomendasi dari teman bahwa pancing crab ada di bandung , saya tahu kalau restoran ini terkenal di singapore dan juga di jakarta , pada kesempatan itu saya berkunjung ke restoran dc di bandung . mungkin kita sering sekali menikmati kepiting di berbagai restoran di kawasan asia seperti hk , singapore dan jakarta .",kunjung bandung rekomendasi teman pancing crab bandung restoran kenal singapura jakarta kunjung restoran dc bandung nikmat kepiting restoran kawasan asia hk singapura jakarta,positive
rudy ian . memang seekor anjing dan sebangsa .,rudy ian ekor anjing bangsa,negative
"kebetulan ke sana sore hari dan kehabisan batagor , akhirnya memilih siomay isi cuma 2 dan mi untuk minuman hanya sebotol aqua , dan harga nya tidak bersahabat . ruangan panas , pengap dan kotor .",sore habis batagor pilih siomay isi   mi minum botol aqua harga tidak sahabat ruang panas pengap kotor,negative
"persija jakarta akan berhadapan dengan persebaya surabaya di super big match gojekliga1 bersama bukalapak selasa 26 juni 2018 , pukul 18.00 wib .",persija jakarta hadap baya surabaya super match gojekliga   bukalapak selasa   juni       indonesia barat,neutral
"teman-teman , mending pilpres 2019 jangan pilih pak jokowi lagi . kerja nya tidak becus .",teman mending pilih presiden   pilih jokowi kerja tidak becus,negative
hong kong dan tiongkok bersiap hadapi topan mangkhut,hong kong tiongkok hadap topan mangkhut,neutral
"walaupun bukan untuk pertama kali makan beralas daun pisang tapi ini unik saja makan direstoran dengan daun pisang sebagai alas makan nya . sayang ruang makan nya semi terbuka dan tidak ada ac , sehingga untuk makan siang di musim kemarau ini agak menyiksa . rasa makanan lumayan enak , kita harus memilih sendiri menu yang kita inginkan di counter makanan nya .",makan alas daun pisang unik makan restoran daun pisang alas makan sayang ruang makan semi buka tidak ac makan siang musim kemarau siksa makan lumayan enak pilih menu counter makan,positive
yang lain menunggu demo jutaan orang . sabar ya . karena presiden di atas segalanya bagi mereka . begitu itu kalau orang memuja orang .,tunggu demo juta orang sabar presiden orang puja orang,negative
"pemandangan di kampung daun cukup indah dengan konsep traditional . pelayan nya pun ramah . untuk makanan cukup standar , tidak ada yang istimewa .",pandang kampung daun indah konsep traditional layan ramah makan standar tidak istimewa,positive
"tempat minum dan makan yang enak untuk nongkrong bersama teman , pasangan , dan keluarga tercinta . harga makanan nya cukup bervariasi dengan harga menengah ke atas , rasa makan dan minum cukup enak , cocok untuk sport berfoto-foto . belum menerima kartu debit atau kredit jadi harus tunai .",minum makan enak nongkrong teman pasang keluarga cinta harga makan variasi harga makan minum enak cocok sport foto terima kartu debit kredit tunai,positive
"kalau lagi menginap di hotel santika , saya dan keluarga sering mampir ke bip untuk menikmati makan siang di restoran kfc . walaupun kfc bin selalu ramai oleh pengunjung terutama pada saat akhir pekan namun selalu tersedia tempat duduk di dalam restoran .",inap hotel santika keluarga mampir bip nikmat makan siang restoran kentaki fried chicken kentaki fried chicken bin ramai unjung utama pekan sedia duduk restoran,positive
"ulama sering terdengar di aniaya ya , tapi kalau biksu dan pendeta kok belum pernah kedengaran ya ? padahal ini negara islam , tapi malah ulama yang kena .",ulama dengar aniaya biksu pendeta dengar negara islam ulama kena,negative
"itu kenapa saya percaya , karena bisa menjaga agar tidak terpecah belah , keren banget",percaya jaga tidak pecah belah keren,positive
kata nya si jika dipilih bakal memberantaskan korupsi di indonesia . ini malah korupsi . dasar say .,pilih berantas korupsi indonesia korupsi dasar sayang,negative
dari segi rasa tidak jauh berbeda dengan batagor sejenis lainnya . mungkin karena sudah punya nama yang cukup terkenal jadi harga nya pun ikut menyesuaikan walaupun porsi nya tidak ikut menyesuaikan . buat kami mungkin bukan jadi pilihan utama untuk makan di sini .,segi tidak beda batagor jenis nama kenal harga sesuai porsi tidak sesuai pilih utama makan,negative
"habis berenang , kita makan ke sini . interior nya ala oriental begitu . ada yang di luar juga , tapi pemandangan nya hanya ke arah kolam dan rumah penduduk . tom yum noodle nya tidak rekomendasi , udang dan bakso ikan nya kurang segar , jadi agak amis begitu .",habis renang makan interior ala oriental pandang arah kolam rumah duduk tom yum noodle tidak rekomendasi udang bakso ikan segar amis,positive
"pertama kali saat saya ke sini bersama teman-teman , saya pikir ini adalah tempat wisata tapi ternyata tempat makan . secara keseluruhan baik semuanya bagus . pemandangan nya indah , makanan nya enak dan akses strategis",teman pikir wisata nyata makan baik bagus pandang indah makan enak akses strategis,positive
tidak marah,tidak marah,positive
"makan di sini sangat menyenangkan . kualitas makan nya oke banget sehingga harga yang mahal tidaklah merugikan buat saya . suasana resto ini juga oke , terlebih beberapa area dan tempat duduk oke sebagai latar untuk berfoto .",makan senang kualitas makan oke harga mahal tidak rugi suasana resto oke lebih area duduk oke latar foto,positive
"data lengkap , jangan percaya kpk ini bohong . kasus ini di audit 10 tahun lalu dan sudah lengkap . karena habis itu ada audit aliran dana dengan tujuan khusus . kalau mau kan minta audit lagi . sudahlah . kasus century itu skandal melindungi elit tertentu .",data lengkap percaya komisi berantas korupsi bohong audit   lengkap habis audit alir dana tuju khusus audit century skandal lindung elite,negative
"bubur ayam yang khas di selatan bandung . sudah lama sejak dari zaman baheula patut dicoba . rasanya enak . tempat nya kecil , tidak menonjol , sering terlewat . selain bubur ayam , ada juga makanan lainnya .",bubur ayam khas selatan bandung zaman baheula patut coba enak tidak tonjol bubur ayam makan,positive
resto selalu ramai apalagi saat malam minggu . dekat nya unik dan antik karena dipenuhi tema bujangan . menu juga kreatif dan inovatif terutama dengan nama-nama yang khas .,resto ramai malam minggu unik antik penuh tema bujang menu kreatif inovatif utama nama khas,positive
kami ke sana jam 8 malam pada hari kamis malam dan restoran penuh sekali sehingga pelayanan kurang memuaskan . lama dan terkesan terburu buru . pro : 1 . lighting untuk restoran ini bagus . bagus untuk di photo 2 . harga tidak begitu mahal . ada makanan utama dengan harga ide 40.000 dan pasta seharga ide 50 ribu an . steak tentu saja lebih mahal cons : 1 .,jam   malam kamis malam restoran penuh layan muas kes buru buru pro   lighting restoran bagus bagus photo   harga tidak mahal makan utama harga ide     pasta harga ide   ribu an steak lebih mahal cons   ,positive
"pertama kali saya ke sini bersama keluarga , perjalanan cukup jauh masuk ke dalam tetapi penginapan cukup bagus hanya saja banyak nyamuk",keluarga jalan masuk inap bagus nyamuk,positive
bebek garing nya enak . digoreng kering tanpa tepung . tidak ada bau amis bebek sama sekali . apalagi dimakan sama sambal matah . saya pilih dimakan dengan nasi merah . enak banget . harga nya lumayan mahal . namun sebanding dengan rasanya .,bebek garing enak goreng kering tepung tidak bau amis bebek makan sambal matah pilih makan nasi merah enak harga lumayan mahal banding,positive
kalau anda kelaparan dan malam malam ingin cari makanan di sini tempat nya . dan ada di depan bin harga nya murah 10 ribu - 15 ribu per porsi,lapar malam malam cari makan bin harga murah   ribu   ribu porsi,positive
"tempat nya bagus dan romantis . tapi karena saya makan bersama keluarga dan anak-anak jadi was-was karena kami duduk di lokasi yang paling atas dan harus banyak menaiki anak tangga . makanan khas sunda , cukup enak tapi harga nya mahal .",bagus romantis makan keluarga anak was was duduk lokasi anak tangga makan khas sunda enak harga mahal,positive
"restoran franchise ini banyak ditemukan di bandung dan sekitar nya , namun saya merasa makanan dan suasana restoan ini tidak sesuai dengan harapan saya . dari spanduk yang dipasang sepertinya restoran ini menawarkan makanan sunda yang nikmat , namun ketika kami datang kami menyadari bahwa harga makanan terlalu mahal untuk restoran seperti ini . porsi makanan relatif sedikit dan rasanya pun tidak terlalu menarik .",restoran franchise temu bandung makan suasana restoan tidak sesuai harap spanduk pasang restoran tawar makan sunda nikmat sadar harga makan mahal restoran porsi makan relatif tidak tarik,negative
"tangkap si fadli zonk si bangsat munafik , pecat dari dpr",tangkap fadli apes bangsat munafik pecat dewan wakil rakyat,negative
hasil poling netizen 70 % orang ini pembohong . apakah kalian masih mau percaya ?,hasil polling warganet   orang bohong percaya,negative
kotor,kotor,negative
"makan di sini seakan terlempar ke masa lalu , penyajian nya menggunakan piring dan gelas kaleng , makanan nya lumayan enak-enak , harga terjangkau",makan lempar saji piring gelas kaleng makan lumayan enak harga jangkau,positive
"tempat yang asri sekali , makanan nya enak untuk suasana dingin-dingin . makanan tradisional dengan harga yang murah dan rasa yang enak . tidak dapat ditemukan di jakarta . benar-benar tempat berlibur yang mengasikkan . lepaskan segala penat dan stres",asri makan enak suasana dingin makan tradisional harga murah enak tidak temu jakarta libur mengasikkan lepas penat stres,positive
"restoran ini terletak di sekitar karang setra . restoran ini menghidangkan menu non halal , 80 % hidangan di tempat ini adalah pork ! rasanya mantap dan pas",restoran letak karang setra restoran hidang menu non halal   hidang pork mantap pas,positive
"tempat ini merupakan gabungan antara galery dan kafe . panorama di sekitar lokasi cukup menawan dan ditambah dengan udara yang nyaman , menjadikan kunjungan ke lokasi ini cukup berarti . jalan menuju lokasi cukup jadi tantangan juga karena jalan nya sempit dan menanjak . menu yang disediakan di kafe tidak terlalu bervariasi dan rasanya standar saja dan sepertinya makanan sudah dimasak lebih dulu . tapi saya pribadi tidak masalah dengan itu karena sudah suka dengan kelebihan nya yang dimiliki .",rupa gabung galery kafe panorama lokasi tawan udara nyaman kunjung lokasi arti jalan tuju lokasi tantang jalan sempit tanjak menu sedia kafe tidak variasi standar makan masak lebih pribadi tidak masalah suka lebih milik,positive
"pertama kali makan di sini , suasana nya sepi , mungkin sedikit kalah saing dengan restoran lain . restoran daun pisang memang tergolong yang lama berdiri di bandung . pelayanan cepat , walaupun tumis kangkung saya tidak jadi dipesan karena tidak datang kayak nya lupa . tetapi makanan lain datang dengan cepat dan rasanya enak . pegawai nya ramah . untuk harga terjangkau . top kok .",makan suasana sepi kalah saing restoran restoran daun pisang golong bandung layan cepat tumis kangkung tidak pes tidak kayak lupa makan cepat enak pegawai ramah harga jangkau top,positive
gembira,gembira,positive
"saya datang ke restoran ini karena rekomendasi dari adik saya . setelah melihat sekilas akun instagram restoran ini izakaya , maka saya dan keluarga pun datang berkunjung . kami memesan paket shabu-shabu dan nasi kari . rasanya cukup enak , nasi kari nya berbeda dengan nasi kari jepang yang pernah saya coba di beberapa restoran lain , bau nya agak lebih tajam tapi enak .",restoran rekomendasi adik lihat kilas akun instagram restoran izakaya keluarga kunjung mes paket shabu shabu nasi kari enak nasi kari beda nasi kari jepang coba restoran bau lebih tajam enak,positive
pengiriman jne memang terbaik cepat sampai nya,kirim jne baik cepat,positive
"penasaran sudah lama mau ke sini , alhamdulillah kesampaian . perjuangan ke sini nya . saran : jika saat perjalanan ke sana hujan sangat disarankan putar balik ! kenapa ? karena jalanan setapak menuju ke sana masih belum aspal semua . jadi jika tidak mahir mengendarai mobil , agak ngeri juga karena tanah yang licin dan samping kanan / kiri jalan seperti jurang . tapi ketika sudah sampai , semua jadi terbayarkan .",penasaran alhamdulillah juang saran jalan hujan saran putar jalan setapak tuju aspal tidak mahir kendara mobil ngeri tanah licin samping kanan kiri jalan jurang bayar,positive
"yang terhormat , kamu kenapa malam ini , kecrpatan mu ngadat , kagak biasanya kamu begini .",hormat malam kecrpatan mu ngadat tidak,neutral
"rio pratama pengecut banget ya , belum saja bicara sedikit pun langsung di dc , maka dari itu sadar diri , kalau miskin miskin saja tidak usah sok sok kau !",rio pratama kecut bicara langsung dc sadar miskin miskin tidak sok sok,negative
"tempat nya sangat amat standar , tidak ada kekhasan sendiri . yang khas adalah makanan nya yang semua serba haram . sate babi hingga bakut teh , yang istimewa adalah kelembutan daging dari sate babi nya .",standar tidak khas khas makan serba haram sate babi bakut teh istimewa lembut daging sate babi,positive
maleman gue sampai ke hotel capsule nya dan ternyata memang sempit sekali ya subhanallah buat ganti baju saja susah .,maleman gue hotel capsule nyata sempit subhanallah ganti baju susah,negative
"terakhir berkunjung mengecewakan , tapi tergantung selera , tiap orang punya selera masing-masing tapi buat roti sama pisang bakar nya lumayan",kunjung kecewa gantung selera orang selera roti pisang bakar lumayan,neutral
"pertama kali datang ke tempat ini ekspresi saya dan teman saya adalah wow ! kami semua merasa senang melihat pemandangan dari resto ini . untuk harga makanan sekelas kafe seperti sierra yang biasanya hanya menjual pemandangan , sangatlah worth it karena makanan nya enak-enak dan harga nya masih masuk akal . saya suka chicken au gratine nya , enak sekali .",ekspresi teman senang lihat pandang resto harga makan kelas kafe sierra jual pandang worth it makan enak harga masuk akal suka chicken au gratine enak,positive
"ketika akhir pekan , keluarga saya mengajak untuk makan siang di sini . ini pertama kali saya makan di sini . apalagi lokasi nya tidak jauh dari rumah saya . makanan nya sih menurut saya biasa saja . saya lebih memilih kiyadon ataupun sushi tei . tapi yang membuat saya terkesan adalah dekorasi meja nya . tampak personal sekali . tiap tempat makan disediakan origami kecil . lucu sekali bentuk nya",pekan keluarga ajak makan siang makan lokasi tidak rumah makan lebih pilih kiyadon sushi tei kes dekorasi meja personal makan sedia origami lucu bentuk,positive
"tempat nya unik namun nyaman dan nyaman , pilihan menu sangat beragam dan mostly delicious . cocok untuk wine lover dengan berbagai macam wine yang dimiliki oleh uncle s storage untuk menemani laungkan di malam hari sambil mendengarkan inhouse live musik yang ditawarkan .",unik nyaman nyaman pilih menu agam delicious cocok wine lover wine milik paman storage tani laung malam dengar inhouse live musik tawar,positive
mc donalds simpang dago ini terletak sangat strategis dengan kampus itb dan beberapa kampus lainnya . di sana sangat banyak mahasiswa yang mengerjakan tugas sambil makan .,mc donalds simpang dago letak strategis kampus institut teknologi bandung kampus mahasiswa kerja tugas makan,positive
panas,panas,negative
"telekomunikasi bukan hanya untuk kota besar , tapi juga sampai ke daerah pelosok dan perbatasan negara cc : telkomsel",telekomunikasi kota daerah pelosok batas negara cc telkomsel,neutral
"nasi goreng nya biasa saja dan menurut saya terlalu berminyak , dari sisi rasa juga biasa dan tidak istimewa , saya tidak terlalu menyukai pedas meskipun level 0 rasanya tetap pedas .",nasi goreng minyak sisi tidak istimewa tidak suka pedas level   pedas,negative
"makan di saung di tengah sawah , makanan nya sunda , asik sih . tetapi disarankan kalau ke sini lebih enak siang atau sore , biar kelihatan mie nya , karena kalau malam lumayan gelap . tempat nya luas banget ! pepes jamur nya enak , dan kemarin coba ayam asap andalan nya , enak juga .",makan saung sawah makan sunda asyik saran lebih enak siang sore lihat mie malam lumayan gelap luas pepes jamur enak kemarin coba ayam asap andal enak,positive
senin kenpa lebih macet dari biasanya gaduh,senin kenpa lebih macet gaduh,negative
"saya cinta banget produk indonesia . semua tas ku buatan lokal , handmade ! pakai naik juga sudah pakai lokal",cinta produk indonesia tas ku lokal handmade pakai pakai lokal,positive
hukuman apa yang cocok ya untuk seorang setia novanto jika dia terbukti bersalah dalam kasus e-ktp ? hukuman mati kah ? penjara seumur hidup ? atau 20 tahun penjara saja ?,hukum cocok orang setia novanto bukti salah e ktp hukum mati kah penjara umur hidup   penjara,negative
"masakan yang lezat dan bernuansa khas . menu favorit adalah mi rica pangsit kuah , mi casio , serta bakso udang goreng . harga kisaran rp 29.000 - 45.000 per porsi . lokasi nya dekat dengan jalan asia - afrika dan jalan braga . rekomendasi di kota bandung !",masakan lezat nuansa khas menu favorit mi rica pangsit kuah mi casio bakso udang goreng harga kisar rupiah         porsi lokasi jalan asia afrika jalan braga rekomendasi kota bandung,positive
"rumah makan yang mengusung konsep tradisional alias jadul ini patut anda coba . selain rasanya yang pas , warung ini memiliki beberapa hal unik seperti piring yang digunakan adalah piring seng zaman dahulu berikut gelas minum nya . jenis menu nya sangat beragam . dan semuanya enak enak ! cuma sayang , beberapa piring ada yang sudah tidak layak pakai , karena karatan . tetapi tetap diberi kepada pengunjung .",rumah makan usung konsep tradisional alias jadul patut coba pas warung milik unik piring piring seng zaman gelas minum jenis menu agam enak enak sayang piring tidak layak pakai karat unjung,positive
para driver go-jek melakukan kegiatan gerakan bersih ranjau paku di jalan protokol jakarta .,driver go jek laku giat gera bersih ranjau paku jalan protokol jakarta,neutral
"awal masuk resto ini agak kurang meyakinkan karena tidak ada staf yang menunggu di bawah , awal nya kami pikir tutup , ternyata harus naik tangga ke atas dulu . makanan lumayan enak , tapi tergolong mahal untuk layanan yang biasa saja .",masuk resto yakin tidak staf tunggu pikir tutup nyata tangga makan lumayan enak golong mahal layan,positive
"saya suka kafe ini . beberapa kali makan siang dan makan malam selalu suka . makanan nya enak , saya suka steak nya . dan suasana nya menyenangkan .",suka kafe makan siang makan malam suka makan enak suka steak suasana senang,positive
"kepiting saus tiram adalah menu wajib di sini , bumbu yang berlimpah , menyerap sampai ke daging kepiting nya , anda bisa coba juga kangkung cah menjadi padanan yang cocok",kepiting saus tiram menu wajib bumbu limpah serap daging kepiting coba kangkung cah padan cocok,positive
"resto zaman dahulu yang masih eksis . terkenal kepiting nya . kailan cah sapi , sapo tahu , dan puyunghai nya lumayan enak .",resto zaman eks kenal kepiting kail cah sapi sapo puyunghai lumayan enak,positive
saya baru saja bertemu teman saya yang bekerja di trans tv,temu teman kerja trans televisi,neutral
"suka pengin marah pakai indosat di kos , sinyal nya hilang-hilangan seperti kamu",suka marah pakai indosat kos sinyal hilang,negative
"waktu datang langsung ditawari brunch buffet yang lumayan lama batas nya samai jam 5 sore , menu nya tidak terlalu banyak tapi enak dan cocok buat udara dingin , apalagi menu kuah nya . bisa berkali-berkali ambil karena perut minta diisi terus , jadi jatuh nya lebih hemat .",langsung tawar brunch buffet lumayan batas jam   sore menu tidak enak cocok udara dingin menu kuah ambil perut isi jatuh lebih hemat,positive
"kemarin kami merayakan ulang tahun teman kami di sini , makanan yang cukup enak , tetapi porsi minuman nya sangat sedikit dengan harga yang cukup mahal . __sad__",kemarin raya ulang teman makan enak porsi minum harga mahal sad,negative
"setelah kalap belanja di cihampelas , kami memutuskan untuk makan di warung tenda pinggir jalan . dalam perjalanan pulang ke hotel , kita lewat jalan kecil untuk menghindari macet . dan . bertemu warteg ini . pas datang ramai banget ! kita mesti antre sebentar . kami pesan nasi uduk ayam bakar madu usus kol goreng . rasanya enak ! nasi uduk nya standart , tapi ayam bakar madu nya parah bikin ketagihan banget !",kalap belanja cihampelas putus makan warung tenda pinggir jalan jalan pulang hotel jalan hindar macet temu warung tegal pas ramai mesti antre sebentar pesan nasi uduk ayam bakar madu usus kol goreng enak nasi uduk standart ayam bakar madu parah tagih,positive
"jangkauan siar nya tolong diperluas , karena banyak daerah yang belum bisa menikmati siaran net . terima kasih .",jangkau siar tolong luas daerah nikmat siar net terima kasih,neutral
babi lo prabowo anjing gua sumpahin kamu mati saja . dasar sampah masyarakat .,babi prabowo anjing gue sumpah mati dasar sampah masyarakat,negative
makanan yang disajikan enak dan harga nya yang tidak terlalu mahal . pemandangan nya indah karena terletak di dataran tinggi . di sini juga dapat melihat-lihat pameran seni yang sering diadakan .,makan saji enak harga tidak mahal pandang indah letak datar lihat pamer seni,positive
ornamen restauran dan makanan rakyat yang dihidangkan cukup menarik meski harga kurang merakyat dibanding harga di luar daerah cihampelas wali,ornamen restauran makan rakyat hidang tarik harga rakyat banding harga daerah cihampelas wali,positive
saya datang ke sini pas liburan . jadi nya daftar tunggu deh . pantas saja banyak orang makan di sini karena rasa makanan sunda di sini enak banget .. dari sekian menu yang saya pesan . keseluruhan enak . tempat nya nyaman . bersih . asri . betah deh kalau sudah dapat tempat disnob jadi malas pulang . apalagi kalau sudah kekenyangan . hhe .,pas libur daftar tunggu deh pantas orang makan makan sunda enak sekian menu pesan enak nyaman bersih asri betah deh snob malas pulang kenyang hhe,positive
minum kopi sambil makan kue . cabe nya enak harga terjangkau . tempat nya bersih enak buat nongkrong . pelayanan nya cukup baik .,minum kopi makan kue cabe enak harga jangkau bersih enak nongkrong layan baik,positive
